 -----------------------------------------------------------------------------
  values at 130 km altitude above aeroid (130 km)
 -----------------------------------------------------------------------------
 Measurement time (130 km)                    [ERT] :  2010-07-05T06:37:45.593
 Measurement time (130 km)               [ERT-OWLT] :  2010-07-05T06:29:04.039
 Solar longitude (130 km)                     [deg] :      333.59
 Planet to Sun distance (130 km)          [10^6 km] :     108.073
 North planetary latitude (130 km)            [deg] :        5.89
 East planetary longitude (130 km)            [deg] :      176.30
 Sub-solar north planetary latitude (130 km)  [deg] :       -1.17
 Sub-solar east planetary longitude (130 km)  [deg] :      153.82
 Aeroid radius (130 km)                        [km] :    6051.800
 MOLA radius (130 km)                          [km] :   -9999.999
 Local true solar time (130 km)               [hrs] :       10.50
 Solar zenith angle (130 km)                  [deg] :       23.53
 Electron density (130 km)               [10^6/m^3] :   216209.65

=========================================================================

Altitude	ELECTRON NUMBER DENSITY
3313.842	5995.56
3313.324	6048.31
3312.808	6143.26
3312.289	6704.19
3311.773	7207.09
3311.258	6853.65
3310.737	7669.55
3310.224	8204.1
3309.705	8117.94
3309.19	8525.89
3308.673	8437.97
3308.158	8207.62
3307.64	8212.89
3307.124	8401.04
3306.61	7848.9
3306.09	7826.05
3305.573	8763.27
3305.057	9218.69
3304.543	8777.34
3304.026	8167.17
3303.512	7423.37
3302.992	7217.64
3302.477	7303.8
3301.96	7004.87
3301.445	6721.77
3300.928	6384.16
3300.412	6278.66
3299.896	5897.09
3299.378	5985.01
3298.862	6208.32
3298.345	6185.46
3297.833	5334.4
3297.31	5684.32
3296.796	6676.05
3296.279	6507.25
3295.765	6180.19
3295.247	5997.31
3294.731	6153.81
3294.212	6697.16
3293.698	7235.22
3293.181	7064.66
3292.665	7120.93
3292.152	6375.37
3291.634	5700.15
3291.115	6442.19
3290.601	6874.75
3290.086	6290.97
3289.568	6192.5
3289.053	6357.78
3288.535	6574.07
3288.021	6403.5
3287.505	5802.13
3286.988	5650.91
3286.471	5788.06
3285.957	5606.95
3285.438	5772.24
3284.924	5919.94
3284.408	5323.85
3283.889	5960.39
3283.377	5823.23
3282.86	4748.85
3282.344	4653.9
3281.83	4052.53
3281.309	4390.14
3280.793	5575.3
3280.277	5995.56
3279.764	5439.9
3279.246	5100.53
3278.731	5445.18
3278.214	5466.28
3277.698	5608.71
3277.182	5781.03
3276.669	5063.61
3276.154	3804.59
3275.634	4108.8
3275.119	4697.86
3274.605	4235.4
3274.088	4029.67
3273.571	4314.53
3273.055	4609.94
3272.541	4354.97
3272.023	4282.88
3271.509	4131.66
3270.99	4427.07
3270.475	5262.3
3269.961	4908.87
3269.442	5126.91
3268.927	5781.03
3268.409	6695.4
3267.894	7664.27
3267.382	6864.2
3266.867	5731.8
