This file contains the electron density obtained by simulating the Venus ionosphere using the 1D Venus Ionosphere Model (VIM)
for the Pre-flare and flare scenario as on the date 22 December, 2013. The model result has been compared with the VeRa electron
density retrieved for the same day. The full VeRa data can be accessed via the https://fip-koeln.de/marsvera-data-archive/?lang=en 
after asking for access to the server.
 
-----------------------------------------------------------------------------
 values at 130 km altitude above aeroid (130 km) for VeRa profile
-----------------------------------------------------------------------------
 Measurement time (130 km)                    [ERT] :  2013-12-22T08:48:37.621
 Measurement time (130 km)               [ERT-OWLT] :  2013-12-22T08:45:59.339
 Solar longitude (130 km)                     [deg] :      200.66
 Planet to Sun distance (130 km)          [10^6 km] :     107.768
 North planetary latitude (130 km)            [deg] :      -51.25
 East planetary longitude (130 km)            [deg] :       47.03
 Sub-solar north planetary latitude (130 km)  [deg] :       -0.93
 Sub-solar east planetary longitude (130 km)  [deg] :       96.40
 Aeroid radius (130 km)                        [km] :    6051.800
 Local true solar time (130 km)               [hrs] :       15.29
 Solar zenith angle (130 km)                  [deg] :       65.15
 Electron density (130 km)               [10^6/m^3] :   192030.12
 
=============================================================================

Height_Model	Ne_Flare	Ne_PreFlare	Alt	VeRa_Ne
143.3	400892.1531	394562.3861	53.392	-9999999.99
143.4	399454.5337	393140.1237	53.394	-9999999.99
143.5	397990.2822	391691.6872	53.416	-9999999.99
143.6	396500.4384	390218.2106	53.432	-9999999.99
143.7	394986.2777	388720.9267	53.459	-9999999.99
143.8	393448.8221	387200.9004	53.464	-9999999.99
143.9	391889.4967	385659.3518	53.475	-9999999.99
144	390309.0556	384097.0543	53.477	-9999999.99
144.1	388708.8069	382515.3909	53.491	-9999999.99
144.2	387089.4067	380915.2948	53.495	-9999999.99
144.3	385452.3947	379297.6259	53.514	-9999999.99
144.4	383798.3431	377663.3868	53.526	-9999999.99
144.5	382128.2597	376013.5473	53.527	-9999999.99
144.6	380443.1301	374348.9975	53.571	-9999999.99
144.7	378743.8441	372670.6088	53.592	-9999999.99
144.8	377031.2893	370979.2835	53.625	-9999999.99
144.9	375306.1516	369275.6725	53.628	-9999999.99
145	373569.4344	367560.7817	53.638	-9999999.99
145.1	371821.8376	365835.2946	53.653	-9999999.99
145.2	370064.1028	364099.8872	53.683	-9999999.99
145.3	368296.9607	362355.4246	53.691	-9999999.99
145.4	366521.2848	360602.5191	53.7	-9999999.99
145.5	364737.5386	358841.9236	53.705	-9999999.99
145.6	362946.5074	357074.2624	53.743	-9999999.99
145.7	361148.9179	355300.126	53.758	-9999999.99
145.8	359345.3112	353520.226	53.783	-9999999.99
145.9	357536.242	351735.1142	53.816	-9999999.99
146	355722.4045	349945.4289	53.818	-9999999.99
146.1	353904.4246	348151.6233	53.831	-9999999.99
146.2	352082.7252	346354.3599	53.863	-9999999.99
146.3	350257.8746	344554.1451	53.866	-9999999.99
146.4	348430.3578	342751.2646	53.882	-9999999.99
146.5	346600.7704	340946.5797	53.921	-9999999.99
146.6	344769.5756	339140.2489	53.931	-9999999.99
146.7	342937.1715	337332.9501	53.961	-9999999.99
146.8	341104.0271	335525.0262	53.996	-9999999.99
146.9	339270.6837	333716.9292	54	-9999999.99
147	337437.4831	331908.9931	54.031	-9999999.99
147.1	335604.735	330101.7794	54.049	-9999999.99
147.2	333772.9744	328295.4677	54.062	-9999999.99
147.3	331942.5189	326490.5753	54.116	-9999999.99
147.4	330113.7112	324687.3898	54.141	-9999999.99
147.5	328286.9442	322886.3089	54.152	-9999999.99
147.6	326462.5163	321087.5765	54.155	-9999999.99
147.7	324640.8827	319291.6276	54.159	-9999999.99
147.8	322822.1038	317498.7294	54.177	-9999999.99
147.9	321006.726	315709.0603	54.203	-9999999.99
148	319194.8044	313923.1085	54.213	-9999999.99
148.1	317386.9084	312140.9463	54.215	-9999999.99
148.2	315583.0919	310362.9865	54.221	-9999999.99
148.3	313783.6972	308589.3611	54.235	-9999999.99
148.4	311988.8147	306820.3567	54.236	-9999999.99
148.5	310198.8971	305056.2684	54.287	-9999999.99
148.6	308414.0181	303297.2213	54.293	-9999999.99
148.7	306634.5098	301543.5046	54.308	-9999999.99
148.8	304860.5027	299795.3676	54.337	-9999999.99
148.9	303092.2302	298052.8008	54.356	-9999999.99
149	301329.8012	296316.1915	54.36	-9999999.99
149.1	299573.5558	294585.6327	54.405	-9999999.99
149.2	297823.5664	292861.2468	54.418	-9999999.99
149.3	296080.0284	291143.3059	54.432	-9999999.99
149.4	294343.0381	289431.9359	54.445	-9999999.99
149.5	292612.8169	287727.2675	54.447	-9999999.99
149.6	290889.5358	286029.4588	54.455	-9999999.99
149.7	289173.3219	284338.5548	54.465	-9999999.99
149.8	287464.1833	282654.8076	54.468	-9999999.99
149.9	285762.3345	280978.2289	54.477	-9999999.99
150	284067.9187	279309.0532	54.49	-9999999.99
150.1	282381.0633	277647.3728	54.493	-9999999.99
150.2	280701.7522	275993.2133	54.503	-9999999.99
150.3	279030.2838	274346.6673	54.521	-9999999.99
150.4	277366.5506	272707.9229	54.553	-9999999.99
150.5	275710.7992	271076.9601	54.578	-9999999.99
150.6	274063.0448	269454.062	54.641	-9999999.99
150.7	272423.3282	267839.0172	54.679	-9999999.99
150.8	270791.7838	266232.1331	54.714	-9999999.99
150.9	269168.4736	264633.3439	54.746	-9999999.99
151	267553.5548	263042.7791	54.77	-9999999.99
151.1	265946.8576	261460.4462	54.793	-9999999.99
151.2	264348.6855	259886.4959	54.857	-9999999.99
151.3	262758.9156	258320.9109	54.888	-9999999.99
151.4	261177.7252	256763.7374	54.895	-9999999.99
151.5	259605.0053	255215.009	54.987	-9999999.99
151.6	258040.9642	253674.8258	55.037	-9999999.99
151.7	256485.5191	252143.1428	55.043	-9999999.99
151.8	254938.8205	250620.1351	55.049	-9999999.99
151.9	253400.8092	249105.5966	55.052	-9999999.99
152	251871.5467	247599.7825	55.054	-9999999.99
152.1	250351.0339	246102.6569	55.058	-9999999.99
152.2	248839.306	244614.1378	55.07	-9999999.99
152.3	247336.4376	243134.3831	55.094	-9999999.99
152.4	245842.3828	241663.3351	55.131	-9999999.99
152.5	244357.1829	240201.0135	55.173	-9999999.99
152.6	242880.7818	238747.455	55.211	-9999999.99
152.7	241413.3017	237302.6594	55.23	-9999999.99
152.8	239954.6736	235866.5533	55.234	-9999999.99
152.9	238504.9407	234439.2577	55.238	-9999999.99
153	238015.3596	233955.7171	55.247	-9999999.99
153.1	237527.5246	233474.0201	55.262	-9999999.99
153.2	237041.5301	232994.0454	55.27	-9999999.99
153.3	236557.3559	232515.8904	55.314	-9999999.99
153.4	236075.1191	232039.615	55.379	-9999999.99
153.5	235594.7377	231565.2339	55.417	-9999999.99
153.6	235116.2716	231092.771	55.438	-9999999.99
153.7	234639.8924	230622.3116	55.485	-9999999.99
153.8	234165.4171	230153.7884	55.532	-9999999.99
153.9	233693.0205	229687.3395	55.568	-9999999.99
154	233222.6703	229222.8579	55.581	-9999999.99
154.1	232754.4077	228760.5365	55.626	-9999999.99
154.2	232288.3055	228300.2351	55.685	-9999999.99
154.3	231824.319	227842.1021	55.756	-9999999.99
154.4	231362.4967	227386.0951	55.822	-9999999.99
154.5	230902.8609	226932.2623	55.875	-9999999.99
154.6	230445.3896	226480.5907	55.912	-9999999.99
154.7	229990.2483	226031.177	55.938	-9999999.99
154.8	229537.2817	225583.96	55.945	-9999999.99
154.9	229086.6423	225138.9797	55.952	-9999999.99
155	228638.2628	224696.2882	55.953	-9999999.99
155.1	228225.0538	224288.0356	55.972	-9999999.99
155.2	227780.8869	223849.4897	55.999	-9999999.99
155.3	227339.0577	223413.2575	56.033	-9999999.99
155.4	226899.6317	222979.4282	56.063	-9999999.99
155.5	226462.5935	222547.9081	56.085	-9999999.99
155.6	226027.8799	222118.7491	56.099	-9999999.99
155.7	225595.6128	221691.9557	56.111	-9999999.99
155.8	225165.747	221267.5509	56.12	-9999999.99
155.9	224738.3106	220845.5213	56.131	-9999999.99
156	224313.329	220425.9712	56.14	-9999999.99
156.1	223890.8377	220008.7669	56.144	-9999999.99
156.2	223470.7543	219594.0466	56.149	-9999999.99
156.3	223053.1121	219181.7433	56.153	-9999999.99
156.4	222638.0372	218771.8898	56.166	-9999999.99
156.5	222225.3928	218364.4844	56.182	-9999999.99
156.6	221815.2888	217959.5626	56.209	-9999999.99
156.7	221407.6272	217557.0646	56.237	-9999999.99
156.8	221002.5464	217157.0732	56.264	-9999999.99
156.9	220599.9078	216759.6451	56.278	-9999999.99
157	220199.8591	216364.5984	56.28	-9999999.99
157.1	219802.2908	215972.0816	56.282	-9999999.99
157.2	219407.287	215582.0859	56.286	-9999999.99
157.3	219014.8337	215194.5549	56.295	-9999999.99
157.4	218624.8981	214809.5301	56.305	-9999999.99
157.5	218237.5534	214427.059	56.319	-9999999.99
157.6	217852.7202	214047.1193	56.335	-9999999.99
157.7	217470.4502	213669.6309	56.356	-9999999.99
157.8	217090.7495	213294.7437	56.373	-9999999.99
157.9	216713.6106	212922.3425	56.389	-9999999.99
158	216339.0325	212552.4142	56.399	-9999999.99
158.1	215967.0022	212185.0762	56.405	-9999999.99
158.2	215597.5978	211820.3031	56.41	-9999999.99
158.3	215230.7009	211458.0162	56.411	-9999999.99
158.4	214866.3671	211098.2582	56.415	-9999999.99
158.5	214504.6854	210741.0511	56.422	-9999999.99
158.6	214145.529	210386.3957	56.436	-9999999.99
158.7	213789.6816	210035.019	56.453	-9999999.99
158.8	213436.8192	209686.4896	56.479	-9999999.99
158.9	213086.4129	209340.4836	56.508	-9999999.99
159	212738.6391	208997.0377	56.536	-9999999.99
159.1	212393.4427	208656.081	56.56	-9999999.99
159.2	212050.8008	208317.6638	56.578	-9999999.99
159.3	211710.7032	207981.7944	56.594	-9999999.99
159.4	211373.1421	207648.4325	56.602	-9999999.99
159.5	211038.2424	207317.5971	56.61	-9999999.99
159.6	210705.8061	206989.2275	56.615	-9999999.99
159.7	210375.968	206663.4486	56.627	-9999999.99
159.8	210048.6638	206340.1629	56.645	-9999999.99
159.9	209723.9242	206019.3797	56.665	-9999999.99
160	209401.7377	205701.1199	56.685	-9999999.99
160.1	209082.0965	205385.3234	56.697	-9999999.99
160.2	208765.0183	205072.1022	56.707	-9999999.99
160.3	208450.4655	204761.3711	56.716	-9999999.99
160.4	208138.4073	204453.0996	56.726	-9999999.99
160.5	207828.9825	204147.3707	56.732	-9999999.99
160.6	207521.9848	203844.1001	56.735	-9999999.99
160.7	207217.5888	203543.3159	56.736	-9999999.99
160.8	206915.6651	203245.0239	56.742	-9999999.99
160.9	206616.2942	202949.2006	56.756	-9999999.99
161	206319.4291	202655.8614	56.776	-9999999.99
161.1	206025.0709	202365.0075	56.797	-9999999.99
161.2	205733.2472	202076.6366	56.818	-9999999.99
161.3	205443.9228	201790.6793	56.838	-9999999.99
161.4	205157.0924	201507.2332	56.859	-9999999.99
161.5	204872.7297	201226.2043	56.875	-9999999.99
161.6	204590.8936	200947.6313	56.892	-9999999.99
161.7	204311.5726	200671.5294	56.905	-9999999.99
161.8	204034.6893	200397.8636	56.914	-9999999.99
161.9	203760.2809	200126.6474	56.923	-9999999.99
162	203488.3508	199857.848	56.932	-9999999.99
162.1	203218.9084	199591.4782	56.947	-9999999.99
162.2	202951.9373	199327.5472	56.967	-9999999.99
162.3	202687.4106	199066.0521	56.992	-9999999.99
162.4	202425.3664	198806.9225	57.016	-9999999.99
162.5	202165.7564	198550.2379	57.044	-9999999.99
162.6	201908.5657	198295.947	57.054	-9999999.99
162.7	201653.8483	198044.0749	57.055	-9999999.99
162.8	201401.5651	197794.5738	57.06	-9999999.99
162.9	201151.7104	197547.4925	57.067	-9999999.99
163	200904.2742	197302.7857	57.069	-9999999.99
163.1	200659.2728	197060.4626	57.073	-9999999.99
163.2	200416.6773	196820.478	57.091	-9999999.99
163.3	200176.4997	196582.9268	57.099	-9999999.99
163.4	199938.7343	196347.6919	57.153	-9999999.99
163.5	199703.3856	196114.8322	57.173	-9999999.99
163.6	199470.4076	195884.3473	57.229	-9999999.99
163.7	199239.814	195656.1976	57.276	-9999999.99
163.8	199011.6199	195430.3726	57.316	-9999999.99
163.9	198785.8395	195206.9476	57.347	-9999999.99
164	198562.3808	194985.7842	57.388	-9999999.99
164.1	198341.3279	194766.9981	57.426	-9999999.99
164.2	198122.6459	194550.552	57.453	-9999999.99
164.3	197906.3045	194336.3909	57.478	-9999999.99
164.4	197692.3079	194124.5692	57.497	-9999999.99
164.5	197480.6989	193915.0603	57.504	-9999999.99
164.6	197271.4364	193707.8341	57.505	-9999999.99
164.7	197064.4976	193502.9394	57.511	-9999999.99
164.8	196859.8732	193300.3136	57.52	-9999999.99
164.9	196657.6378	193099.9859	57.531	-9999999.99
165	196457.6688	192901.9087	57.55	-9999999.99
165.1	196260.0273	192706.1686	57.58	-9999999.99
165.2	196064.747	192512.6674	57.611	-9999999.99
165.3	195871.7662	192321.4658	57.612	-9999999.99
165.4	195681.0677	192132.5097	57.654	-9999999.99
165.5	195492.6885	191945.8218	57.657	-9999999.99
165.6	195306.5875	191761.37	57.696	-9999999.99
165.7	195122.7974	191579.1808	57.698	-9999999.99
165.8	194941.2731	191399.239	57.737	-9999999.99
165.9	194762.0621	191221.5585	57.741	-9999999.99
166	194585.0864	191046.1017	57.782	-9999999.99
166.1	194410.4079	190872.8723	57.789	-9999999.99
166.2	194238.0008	190701.8756	57.832	-9999999.99
166.3	194067.8703	190533.0948	57.837	-9999999.99
166.4	193899.9572	190366.536	57.876	-9999999.99
166.5	193734.3264	190202.1854	57.906	-9999999.99
166.6	193570.9694	190040.0457	57.948	-9999999.99
166.7	193409.8108	189880.1591	57.993	-9999999.99
166.8	193250.9197	189722.3778	58.043	-9999999.99
166.9	193094.2434	189566.8343	58.08	-9999999.99
167	192939.8192	189413.501	58.11	-9999999.99
167.1	192787.5868	189262.3299	58.152	-9999999.99
167.2	192143.69	188628.567	58.185	-9999999.99
167.3	191322.1982	187820.4606	58.212	-9999999.99
167.4	190506.1517	187017.7447	58.23	-9999999.99
167.5	189695.5241	186220.3711	58.232	-9999999.99
167.6	188890.3277	185428.3306	58.257	-9999999.99
167.7	188090.4981	184641.5672	58.283	-9999999.99
167.8	187297.2632	183861.2121	58.304	-9999999.99
167.9	186511.0519	183087.7822	58.33	-9999999.99
168	185730.1588	182319.557	58.37	-9999999.99
168.1	184954.5699	181556.5797	58.405	-9999999.99
168.2	184184.2352	180798.7354	58.428	-9999999.99
168.3	183419.1722	180046.0572	58.45	-9999999.99
168.4	182659.2948	179298.4882	58.473	-9999999.99
168.5	181904.6028	178556.0164	58.488	-9999999.99
168.6	181155.0559	177818.5926	58.498	-9999999.99
168.7	180410.6196	177086.2216	58.555	-9999999.99
168.8	179671.2975	176358.8422	58.565	-9999999.99
168.9	178937.0061	175636.4223	58.599	-9999999.99
169	178207.7487	174918.979	58.658	-9999999.99
169.1	177483.5648	174206.4317	58.821	-9999999.99
169.2	176764.3095	173498.7671	58.876	-9999999.99
169.3	176049.9979	172796.0059	58.881	-9999999.99
169.4	175340.6321	172098.076	58.916	-9999999.99
169.5	174636.178	171404.9397	59.059	-9999999.99
169.6	173936.57	170716.5902	59.114	-9999999.99
169.7	173241.8401	170033.0078	59.19	-9999999.99
169.8	172551.9018	169354.1553	59.222	-9999999.99
169.9	171866.7836	168680.0149	59.253	-9999999.99
170	171186.3836	168010.6006	59.291	-9999999.99
170.1	170510.7543	167345.764	59.313	-9999999.99
170.2	169839.8765	166685.6034	59.334	-9999999.99
170.3	169173.6449	166030.0383	59.369	-9999999.99
170.4	168512.0974	165379.0532	59.394	-9999999.99
170.5	167855.1963	164732.6359	59.394	-9999999.99
170.6	167202.9164	164090.7713	59.413	-9999999.99
170.7	166555.2287	163453.4043	59.438	-9999999.99
170.8	165912.1009	162820.5182	59.452	-9999999.99
170.9	165273.5589	162192.1169	59.461	-9999999.99
171	164639.5004	161568.1418	59.47	-9999999.99
171.1	164009.9342	160948.553	59.476	-9999999.99
171.2	163384.889	160333.407	59.481	-9999999.99
171.3	162764.2721	159722.6219	59.482	-9999999.99
171.4	162148.0754	159116.2145	59.484	-9999999.99
171.5	161536.3379	158514.0983	59.493	-9999999.99
171.6	160928.9396	157916.2938	59.507	-9999999.99
171.7	160325.9552	157322.7828	59.523	-9999999.99
171.8	159727.2895	156733.5354	59.53	-9999999.99
171.9	159132.9639	156148.5281	59.538	-9999999.99
172	158542.9129	155567.7527	59.548	-9999999.99
172.1	157957.144	154991.1757	59.56	-9999999.99
172.2	157375.655	154418.7714	59.572	-9999999.99
172.3	156798.415	153850.5429	59.587	-9999999.99
172.4	156225.3871	153286.4669	59.602	-9999999.99
172.5	155656.5404	152726.4687	59.621	-9999999.99
172.6	155091.9141	152170.5957	59.636	-9999999.99
172.7	154531.4349	151618.8332	59.649	-9999999.99
172.8	153975.0941	151071.0955	59.661	-9999999.99
172.9	153422.8758	150527.4247	59.673	-9999999.99
173	152874.7687	149987.7898	59.69	-9999999.99
173.1	152330.7501	149452.1504	59.708	-9999999.99
173.2	151790.7939	148920.5183	59.726	-9999999.99
173.3	151254.901	148392.8043	59.739	-9999999.99
173.4	150723.0235	147869.1031	59.75	-9999999.99
173.5	150195.2228	147349.3366	59.757	-9999999.99
173.6	149671.335	146833.4748	59.767	-9999999.99
173.7	149151.4682	146321.5144	59.777	-9999999.99
173.8	148635.5935	145813.4426	59.792	-9999999.99
173.9	148123.6279	145309.2526	59.81	-9999999.99
174	147615.5973	144808.901	59.828	-9999999.99
174.1	147111.4959	144312.4051	59.849	-9999999.99
174.2	146611.2921	143819.7074	59.868	-9999999.99
174.3	146114.9797	143330.8449	59.884	-9999999.99
174.4	145622.5289	142845.7696	59.895	-9999999.99
174.5	145133.9428	142364.4469	59.905	-9999999.99
174.6	144649.174	141886.9197	59.91	-9999999.99
174.7	144168.2681	141413.1315	59.918	-9999999.99
174.8	143691.152	140943.0771	59.923	-9999999.99
174.9	143217.8218	140476.7267	59.923	-9999999.99
175	142748.2706	140014.0997	59.937	-9999999.99
175.1	142282.5121	139555.1676	59.958	-9999999.99
175.2	141820.5119	139099.891	59.986	-9999999.99
175.3	141362.2314	138648.2975	60.011	-9999999.99
175.4	140907.6835	138200.3626	60.033	-9999999.99
175.5	140456.8636	137756.0472	60.049	-9999999.99
175.6	140009.7557	137315.378	60.061	-9999999.99
175.7	139566.3215	136878.3226	60.073	-9999999.99
175.8	139126.5975	136444.8822	60.083	-9999999.99
175.9	138690.5177	136015.0267	60.095	-9999999.99
176	138258.0863	135588.7417	60.107	-9999999.99
176.1	137829.3466	135166.0161	60.126	-9999999.99
176.2	137404.187	134746.8716	60.147	-9999999.99
176.3	136982.6984	134331.2552	60.169	-9999999.99
176.4	136564.7869	133919.206	60.186	-9999999.99
176.5	136150.5068	133510.6592	60.199	-9999999.99
176.6	135739.811	133105.6452	60.209	-9999999.99
176.7	135332.6975	132704.1137	60.218	-9999999.99
176.8	134929.1516	132306.1057	60.228	-9999999.99
176.9	134529.2084	131911.5943	60.234	-9999999.99
177	134132.8055	131520.5201	60.239	-9999999.99
177.1	133739.9553	131132.9677	60.243	-9999999.99
177.2	133350.6353	130748.8581	60.25	-9999999.99
177.3	132964.8462	130368.2042	60.259	-9999999.99
177.4	132582.5913	129990.9971	60.272	-9999999.99
177.5	132203.8573	129617.1918	60.285	-9999999.99
177.6	131828.613	129246.8947	60.297	-9999999.99
177.7	131456.8958	128879.9649	60.312	-9999999.99
177.8	131088.6662	128516.4746	60.326	-9999999.99
177.9	130723.9423	128156.3892	60.343	-9999999.99
178	130362.689	127799.7224	60.356	-9999999.99
178.1	130004.8993	127446.449	60.369	-9999999.99
178.2	129650.6079	127096.5523	60.379	-9999999.99
178.3	129299.7718	126750.0496	60.394	-9999999.99
178.4	128952.3808	126406.9248	60.415	-9999999.99
178.5	128608.4769	126067.2056	60.443	-9999999.99
178.6	128268.0014	125730.8333	60.477	-9999999.99
178.7	127931.0072	125397.8478	60.51	-9999999.99
178.8	127597.4467	125068.2022	60.519	-9999999.99
178.9	127267.3106	124741.9502	60.565	-9999999.99
179	126940.6224	124419.0324	60.596	-9999999.99
179.1	126617.368	124099.4887	60.631	-9999999.99
179.2	126297.5429	123783.2469	60.674	-9999999.99
179.3	125981.1619	123470.3858	60.727	-9999999.99
179.4	125668.1811	123160.8675	60.767	-9999999.99
179.5	125358.6472	122854.691	60.804	-9999999.99
179.6	125052.5507	122551.8569	60.807	-9999999.99
179.7	124749.8526	122252.3741	60.889	-9999999.99
179.8	124450.5636	121956.1981	60.941	-9999999.99
179.9	124154.7147	121663.3916	60.989	-9999999.99
180	123862.3135	121373.8985	61.028	-9999999.99
180.1	123573.3205	121087.763	61.048	-9999999.99
180.2	123287.657	120804.897	61.067	-9999999.99
180.3	123005.4109	120525.3308	61.095	-9999999.99
180.4	122726.5872	120249.1298	61.121	-9999999.99
180.5	122451.208	119976.2446	61.134	-9999999.99
180.6	122179.2229	119706.6875	61.15	-9999999.99
180.7	121910.6711	119440.4741	61.166	-9999999.99
180.8	121645.5682	119177.6288	61.169	-9999999.99
180.9	121383.8928	118918.1186	61.17	-9999999.99
181	121125.6478	118661.9337	61.179	-9999999.99
181.1	120870.8233	118409.1012	61.193	-9999999.99
181.2	120619.4433	118159.6389	61.209	-9999999.99
181.3	120371.5168	117913.5119	61.227	-9999999.99
181.4	120127.0447	117670.7688	61.245	-9999999.99
181.5	119886.0006	117431.3415	61.267	-9999999.99
181.6	119648.4387	117195.3014	61.287	-9999999.99
181.7	119414.319	116962.6579	61.313	-9999999.99
181.8	119183.6819	116733.3462	61.34	-9999999.99
181.9	118956.5311	116507.4375	61.366	-9999999.99
182	118732.8522	116284.9301	61.387	-9999999.99
182.1	118512.6569	116065.8135	61.397	-9999999.99
182.2	118295.9622	115850.0726	61.401	-9999999.99
182.3	118082.7898	115637.7759	61.406	-9999999.99
182.4	117873.0847	115428.861	61.412	-9999999.99
182.5	117666.9224	115223.3861	61.419	-9999999.99
182.6	117464.2997	115021.3395	61.424	-9999999.99
182.7	117265.188	114822.7043	61.43	-9999999.99
182.8	117069.6552	114627.5523	61.443	-9999999.99
182.9	116877.6584	114435.8463	61.459	-9999999.99
183	116689.2302	114247.5943	61.48	-9999999.99
183.1	116504.3853	114062.8398	61.503	-9999999.99
183.2	116323.1238	113881.5633	61.528	-9999999.99
183.3	116145.4519	113703.7642	61.55	-9999999.99
183.4	115971.4169	113529.4963	61.572	-9999999.99
183.5	115800.9933	113358.7423	61.59	-9999999.99
183.6	115634.2099	113191.5299	61.609	-9999999.99
183.7	115471.0796	113027.8383	61.627	-9999999.99
183.8	115311.6184	112867.7334	61.647	-9999999.99
183.9	115155.8043	112711.182	61.67	-9999999.99
184	115003.7247	112558.1996	61.691	-9999999.99
184.1	114855.3451	112408.8591	61.711	-9999999.99
184.2	114710.6539	112263.095	61.727	-9999999.99
184.3	114569.7407	112120.9701	61.742	-9999999.99
184.4	114432.5921	111982.4986	61.751	-9999999.99
184.5	114299.2074	111847.6697	61.759	-9999999.99
184.6	114169.6108	111716.5213	61.761	-9999999.99
184.7	114043.8157	111589.0677	61.762	-9999999.99
184.8	113921.8505	111465.33	61.766	-9999999.99
184.9	113803.7506	111345.3302	61.776	-9999999.99
185	113689.4884	111229.0494	61.786	-9999999.99
185.1	113579.114	111116.5653	61.801	-9999999.99
185.2	113472.6788	111007.8561	61.822	-9999999.99
185.3	113370.161	110902.9335	61.846	-9999999.99
185.4	113271.5745	110801.8555	61.873	-9999999.99
185.5	113176.9749	110704.637	61.908	-9999999.99
185.6	113086.3744	110611.272	61.911	-9999999.99
185.7	112999.7748	110521.7892	61.955	-9999999.99
185.8	112917.2339	110436.2251	61.961	-9999999.99
185.9	112838.7666	110354.6034	62.014	-9999999.99
186	112764.3538	110276.9462	62.035	-9999999.99
186.1	112694.0494	110203.2623	62.097	-9999999.99
186.2	112627.9497	110133.5727	62.101	-9999999.99
186.3	112565.9808	110067.9316	62.175	-9999999.99
186.4	112508.2201	110006.3678	62.23	-9999999.99
186.5	112454.6905	109948.8626	62.295	-9999999.99
186.6	112405.3796	109895.4903	62.341	-9999999.99
186.7	112360.3685	109846.241	62.358	-9999999.99
186.8	112319.7045	109801.1895	62.367	-9999999.99
186.9	112283.3516	109760.3021	62.376	-9999999.99
187	112251.384	109723.6697	62.382	-9999999.99
187.1	112223.7946	109691.2931	62.388	-9999999.99
187.2	112200.6994	109663.2	62.395	-9999999.99
187.3	112182.0482	109639.4302	62.406	-9999999.99
187.4	112167.9309	109620.0198	62.419	-9999999.99
187.5	112158.3199	109605.0154	62.431	-9999999.99
187.6	112153.317	109594.4013	62.445	-9999999.99
187.7	112152.9297	109588.2853	62.457	-9999999.99
187.8	112157.1764	109586.6463	62.469	-9999999.99
187.9	112166.1654	109589.5276	62.48	-9999999.99
188	112179.8396	109596.9955	62.492	-9999999.99
188.1	112198.2847	109609.0493	62.499	-9999999.99
188.2	112221.5733	109625.755	62.509	-9999999.99
188.3	112249.7051	109647.1413	62.518	-9999999.99
188.4	112282.7302	109673.2394	62.529	-9999999.99
188.5	112320.6783	109704.1281	62.541	-9999999.99
188.6	112363.6005	109739.8112	62.554	-9999999.99
188.7	112411.5635	109780.3236	62.571	-9999999.99
188.8	112464.625	109825.7583	62.586	-9999999.99
188.9	112522.7875	109876.0925	62.606	-9999999.99
189	112586.1173	109931.4281	62.631	-9999999.99
189.1	112654.6437	109991.7663	62.667	-9999999.99
189.2	112728.451	110057.2244	62.705	-9999999.99
189.3	112807.5479	110127.7943	62.746	-9999999.99
189.4	112892.0092	110203.4839	62.785	-9999999.99
189.5	112981.8977	110284.4246	62.826	-9999999.99
189.6	113077.2604	110370.6207	62.877	-9999999.99
189.7	113178.1444	110462.143	62.943	-9999999.99
189.8	113284.5986	110559.043	63.021	-9999999.99
189.9	113396.6928	110661.3518	63.085	-9999999.99
190	113514.4715	110769.1627	63.14	-9999999.99
190.1	113638.011	110882.505	63.195	-9999999.99
190.2	113767.3277	111001.4231	63.256	-9999999.99
190.3	113902.5375	111126.008	63.32	-9999999.99
190.4	114043.694	111256.2617	63.341	-9999999.99
190.5	114190.7909	111392.3015	63.356	-9999999.99
190.6	114343.9942	111534.1897	63.366	-9999999.99
190.7	114503.312	111681.9671	63.378	-9999999.99
190.8	114668.7978	111835.6919	63.398	-9999999.99
190.9	114840.5695	111995.41	63.414	-9999999.99
191	115018.6276	112161.2506	63.437	-9999999.99
191.1	115203.1156	112333.2137	63.464	-9999999.99
191.2	115394.0588	112511.4024	63.483	-9999999.99
191.3	115591.5616	112695.8729	63.503	-9999999.99
191.4	115795.6444	112886.7064	63.531	-9999999.99
191.5	116006.4344	113083.9672	63.563	-9999999.99
191.6	116224.0203	113287.7452	63.591	-9999999.99
191.7	116448.41	113498.1141	63.595	-9999999.99
191.8	116679.7325	113715.1067	63.606	-9999999.99
191.9	116918.0857	113938.8601	63.612	-9999999.99
192	117163.5486	114169.3947	63.612	-9999999.99
192.1	117416.1534	114406.8437	63.626	-9999999.99
192.2	117676.0352	114651.3017	63.696	-9999999.99
192.3	117943.3041	114902.7675	63.719	-9999999.99
192.4	118217.9837	115161.4032	63.777	-9999999.99
192.5	118500.1938	115427.2488	63.788	-9999999.99
192.6	118790.0693	115700.4705	63.844	-9999999.99
192.7	119087.6404	115981.0747	63.856	-9999999.99
192.8	119393.0411	116269.1707	63.916	-9999999.99
192.9	119706.3848	116564.8787	63.923	-9999999.99
193	120027.7322	116868.2985	63.991	-9999999.99
193.1	120357.2251	117179.5287	64.017	-9999999.99
193.2	120694.9699	117498.633	64.098	-9999999.99
193.3	121041.0634	117825.761	64.103	-9999999.99
193.4	121395.579	118160.9464	64.171	-9999999.99
193.5	121758.6858	118504.3906	64.201	-9999999.99
