This file contains the electron density obtained by simulating the Venus ionosphere using the 1D Venus Ionosphere Model (VIM)
for the Pre-flare and flare scenario as on the date 22 December, 2013. The model result has been compared with the VeRa electron
density retrieved for the same day. The full VeRa data can be accessed via the https://fip-koeln.de/marsvera-data-archive/?lang=en 
after asking for access to the server.
 
-----------------------------------------------------------------------------
 values at 130 km altitude above aeroid (130 km) for VeRa profile
-----------------------------------------------------------------------------
 Measurement time (130 km)                    [ERT] :  2013-12-22T08:48:37.621
 Measurement time (130 km)               [ERT-OWLT] :  2013-12-22T08:45:59.339
 Solar longitude (130 km)                     [deg] :      200.66
 Planet to Sun distance (130 km)          [10^6 km] :     107.768
 North planetary latitude (130 km)            [deg] :      -51.25
 East planetary longitude (130 km)            [deg] :       47.03
 Sub-solar north planetary latitude (130 km)  [deg] :       -0.93
 Sub-solar east planetary longitude (130 km)  [deg] :       96.40
 Aeroid radius (130 km)                        [km] :    6051.800
 Local true solar time (130 km)               [hrs] :       15.29
 Solar zenith angle (130 km)                  [deg] :       65.15
 Electron density (130 km)               [10^6/m^3] :   192030.12
 
=============================================================================

Height_Model	Ne_Flare	Ne_PreFlare	Alt	VeRa_Ne
193.6	122130.482	118856.1665	64.235	-9999999.99
193.7	122511.0793	119216.3011	64.265	-9999999.99
193.8	122900.594	119585.0674	64.282	-9999999.99
193.9	123299.174	119962.4827	64.308	-9999999.99
194	123706.8995	120348.6328	64.366	-9999999.99
194.1	124123.9746	120743.7243	64.367	-9999999.99
194.2	124550.4667	121147.8586	64.381	-9999999.99
194.3	124986.4937	121561.1224	64.422	-9999999.99
194.4	125432.2673	121983.6708	64.475	-9999999.99
194.5	125887.8856	122415.6784	64.515	-9999999.99
194.6	126353.495	122857.2135	64.551	-9999999.99
194.7	126829.2621	123308.4189	64.59	-9999999.99
194.8	127315.2911	123769.5356	64.627	-9999999.99
194.9	127811.7773	124240.5795	64.629	-9999999.99
195	128318.8573	124721.7766	64.678	-9999999.99
195.1	128836.7259	125213.2469	64.693	-9999999.99
195.2	129365.5165	125715.1437	64.701	-9999999.99
195.3	129905.4263	126227.6978	64.714	-9999999.99
195.4	130456.6317	126750.9641	64.728	-9999999.99
195.5	131019.2635	127285.2221	64.731	-9999999.99
195.6	131593.5112	127830.5697	64.732	-9999999.99
195.7	132179.6698	128387.189	64.744	-9999999.99
195.8	132777.8198	128955.2853	64.759	-9999999.99
195.9	133388.2149	129535.0797	64.781	-9999999.99
196	134011.0134	130126.6676	64.804	-9999999.99
196.1	134646.5038	130730.3484	64.83	-9999999.99
196.2	135294.8588	131346.202	64.854	-9999999.99
196.3	135956.2548	131974.5618	64.881	-9999999.99
196.4	136630.9972	132615.6117	64.906	-9999999.99
196.5	137319.2491	133269.5348	64.934	-9999999.99
196.6	138021.3641	133936.5521	64.961	-9999999.99
196.7	138737.4096	134616.9664	64.991	-9999999.99
196.8	139467.8528	135310.9141	65.026	-9999999.99
196.9	140212.792	136018.7234	65.062	-9999999.99
197	140972.5594	136740.6152	65.098	-9999999.99
197.1	141747.4527	137476.8707	65.131	-9999999.99
197.2	142537.7681	138227.745	65.164	-9999999.99
197.3	143343.786	138993.4887	65.193	-9999999.99
197.4	144165.7836	139774.4399	65.225	-9999999.99
197.5	145004.1193	140570.8431	65.257	-9999999.99
197.6	145859.1504	141383.1278	65.288	-9999999.99
197.7	146731.1579	142211.3978	65.318	-9999999.99
197.8	147620.4697	143056.1067	65.344	-9999999.99
197.9	148527.5078	143917.6075	65.369	-9999999.99
198	149452.673	144796.1978	65.388	-9999999.99
198.1	150396.2103	145692.2736	65.41	-9999999.99
198.2	151358.6518	146606.1578	65.433	-9999999.99
198.3	152340.4438	147538.3061	65.459	-9999999.99
198.4	153341.8776	148488.9835	65.482	-9999999.99
198.5	154363.4593	149458.7226	65.503	-9999999.99
198.6	155405.7817	150447.949	65.53	-9999999.99
198.7	156469.0583	151457.0324	65.561	-9999999.99
198.8	157553.9815	152486.4307	65.599	-9999999.99
198.9	158660.9953	153536.728	65.639	-9999999.99
199	159790.6461	154608.2551	65.681	-9999999.99
199.1	160943.4932	155701.6826	65.722	-9999999.99
199.2	162120.0948	156817.4198	65.766	-9999999.99
199.3	163321.1126	157956.0483	65.81	-9999999.99
199.4	164547.0388	159118.128	65.86	-9999999.99
199.5	165798.6496	160304.3775	65.913	-9999999.99
199.6	167076.5008	161515.161	65.968	-9999999.99
199.7	168381.394	162751.3418	66.022	-9999999.99
199.8	169713.9788	164013.461	66.07	-9999999.99
199.9	171073.9916	165301.8507	66.13	-9999999.99
200	172462.7872	166616.5577	66.211	-9999999.99
200.1	173881.3446	167959.1484	66.338	-9999999.99
200.2	175330.3882	169330.3	66.439	-9999999.99
200.3	176810.8012	170730.8428	66.515	-9999999.99
200.4	178323.5339	172161.3944	66.583	-9999999.99
200.5	179869.4042	173622.9048	66.664	-9999999.99
200.6	181449.2368	175116.1776	66.781	-9999999.99
200.7	183064.1327	176642.1063	66.789	-9999999.99
200.8	184714.9308	178201.4193	66.807	-9999999.99
200.9	186402.6682	179795.2052	66.815	-9999999.99
201	188128.5747	181424.456	66.844	-9999999.99
201.1	189893.5401	183089.8702	66.849	-9999999.99
201.2	191698.6472	184792.7528	66.903	-9999999.99
201.3	193544.9384	186533.9463	66.935	-9999999.99
201.4	195433.8875	188314.5145	66.942	-9999999.99
201.5	197366.4842	190135.753	66.999	-9999999.99
201.6	199344.0366	191998.5124	67.036	-9999999.99
201.7	201367.882	193904.1954	67.043	-9999999.99
201.8	203439.1807	195853.7632	67.097	-9999999.99
201.9	205559.3913	197848.626	67.118	-9999999.99
202	207729.8324	199889.8981	67.137	-9999999.99
202.1	209951.8502	201978.5935	67.153	-9999999.99
202.2	212226.814	204116.5183	67.171	-9999999.99
202.3	214556.5296	206304.5699	67.189	-9999999.99
202.4	216942.33	208544.5865	67.207	-9999999.99
202.5	219385.6913	210837.4036	67.231	-9999999.99
202.6	221888.0577	213184.8784	67.257	-9999999.99
202.7	224450.9607	215587.7888	67.287	-9999999.99
202.8	227076.4085	218048.2656	67.316	-9999999.99
202.9	229765.5998	220567.3691	67.346	-9999999.99
203	232520.5704	223146.7604	67.375	-9999999.99
203.1	235342.4393	225787.9384	67.408	-9999999.99
203.2	238233.4419	228492.1742	67.44	-9999999.99
203.3	241195.0917	231261.1069	67.47	-9999999.99
203.4	244229.1056	234096.1298	67.5	-9999999.99
203.5	247336.9931	236999.2115	67.526	-9999999.99
203.6	250520.5597	239971.5267	67.551	-9999999.99
203.7	253781.6815	243014.6304	67.573	-9999999.99
203.8	257121.8017	246130.0344	67.594	-9999999.99
203.9	260543.335	249319.552	67.615	-9999999.99
204	264047.2008	252584.4253	67.641	-9999999.99
204.1	267635.357	255926.144	67.668	-9999999.99
204.2	271309.6912	259346.1869	67.694	-9999999.99
204.3	275071.7689	262846.6318	67.722	-9999999.99
204.4	278923.14	266428.2379	67.746	-9999999.99
204.5	282865.7194	270092.6701	67.771	-9999999.99
204.6	286900.7193	273841.5294	67.795	-9999999.99
204.7	291030.08	277675.8859	67.818	-9999999.99
204.8	295255.346	281597.5254	67.836	-9999999.99
204.9	299577.7843	285607.5466	67.853	-9999999.99
205	303999.0816	289706.9467	67.872	-9999999.99
205.1	308520.4229	293897.4326	67.897	-9999999.99
205.2	313143.5314	298180.2455	67.924	-9999999.99
205.3	317869.5381	302556.2332	67.95	-9999999.99
205.4	322700.0207	307026.4338	67.978	-9999999.99
205.5	327635.9259	311592.3098	68.002	-9999999.99
205.6	332677.9957	316254.674	68.027	-9999999.99
205.7	337828.2171	321014.3027	68.052	-9999999.99
205.8	343087.2234	325872.4214	68.08	-9999999.99
205.9	348455.5972	330829.5551	68.106	-9999999.99
206	353935.32	335886.6127	68.134	-9999999.99
206.1	359525.9522	341044.2111	68.163	-9999999.99
206.2	365229.089	346303.1671	68.193	-9999999.99
206.3	371045.2282	351663.7431	68.227	-9999999.99
206.4	376974.6675	357126.599	68.262	-9999999.99
206.5	383018.2575	362692.1333	68.301	-9999999.99
206.6	389176.5129	368360.6214	68.341	-9999999.99
206.7	395449.4468	374132.4389	68.383	-9999999.99
206.8	401837.5121	380007.9389	68.426	-9999999.99
206.9	408341.3749	385986.8058	68.474	-9999999.99
207	414960.3747	392069.1444	68.523	-9999999.99
207.1	421694.9487	398255.2279	68.574	-9999999.99
207.2	428544.7814	404544.6662	68.627	-9999999.99
207.3	435510.034	410937.2701	68.651	-9999999.99
207.4	442590.7969	417432.7397	68.72	-9999999.99
207.5	449786.0518	424031.1859	68.736	-9999999.99
207.6	457095.8593	430731.6311	68.801	-9999999.99
207.7	464519.5092	437533.8021	68.818	-9999999.99
207.8	472056.5844	444436.9294	68.885	-9999999.99
207.9	479706.2155	451440.6193	68.901	-9999999.99
208	487468.4164	458543.8553	68.965	-9999999.99
208.1	495341.5524	465746.5065	68.977	-9999999.99
208.2	503324.8196	473046.6541	69.035	-9999999.99
208.3	511418.0419	480444.5076	69.072	-9999999.99
208.4	519619.6504	487938.3372	69.11	-9999999.99
208.5	527928.689	495527.4365	69.153	-9999999.99
208.6	536344.3002	503210.2063	69.198	-9999999.99
208.7	544864.194	510986.1091	69.244	-9999999.99
208.8	553488.236	518853.4911	69.287	-9999999.99
208.9	562214.8127	526811.2038	69.331	-9999999.99
209	571042.1006	534857.3856	69.374	-9999999.99
209.1	579968.8989	542991.3558	69.419	-9999999.99
209.2	588994.4864	551211.9708	69.467	-9999999.99
209.3	598116.2301	559516.5599	69.517	-9999999.99
209.4	607332.6065	567904.7489	69.573	-9999999.99
209.5	616642.2121	576373.7455	69.63	-9999999.99
209.6	626043.3009	584923.4655	69.692	-9999999.99
209.7	635534.2083	593550.628	69.757	-9999999.99
209.8	645113.0635	602254.3629	69.825	-9999999.99
209.9	654778.1233	611033.042	69.893	-9999999.99
210	664527.528	619884.7421	69.961	-9999999.99
210.1	0	0	70.032	-9999999.99
210.2	0	0	70.101	-9999999.99
210.3	0	0	70.171	-9999999.99
210.4	0	0	70.237	-9999999.99
210.5	0	0	70.302	-9999999.99
210.6	0	0	70.363	-9999999.99
210.7	0	0	70.426	-9999999.99
210.8	0	0	70.485	-9999999.99
210.9	0	0	70.542	-9999999.99
211	0	0	70.595	-9999999.99
211.1	0	0	70.649	-9999999.99
211.2	0	0	70.708	-9999999.99
211.3	0	0	70.772	-9999999.99
211.4	0	0	70.839	-9999999.99
211.5	0	0	70.905	-9999999.99
211.6	0	0	70.974	-9999999.99
211.7	0	0	71.042	-9999999.99
211.8	0	0	71.111	-9999999.99
211.9	0	0	71.179	-9999999.99
212	0	0	71.243	-9999999.99
212.1	0	0	71.305	-9999999.99
212.2	0	0	71.366	-9999999.99
212.3	0	0	71.433	-9999999.99
212.4	0	0	71.502	-9999999.99
212.5	0	0	71.579	-9999999.99
212.6	0	0	71.661	-9999999.99
212.7	0	0	71.748	-9999999.99
212.8	0	0	71.837	-9999999.99
212.9	0	0	71.905	-9999999.99
213	0	0	72.014	-9999999.99
213.1	0	0	72.076	-9999999.99
213.2	0	0	72.176	-9999999.99
213.3	0	0	72.227	-9999999.99
213.4	0	0	72.32	-9999999.99
213.5	0	0	72.386	-9999999.99
213.6	0	0	72.452	-9999999.99
213.7	0	0	72.519	-9999999.99
213.8	0	0	72.588	-9999999.99
213.9	0	0	72.659	-9999999.99
214	0	0	72.731	-9999999.99
214.1	0	0	72.807	-9999999.99
214.2	0	0	72.885	-9999999.99
214.3	0	0	72.969	-9999999.99
214.4	0	0	73.058	-9999999.99
214.5	0	0	73.153	-9999999.99
214.6	0	0	73.249	-9999999.99
214.7	0	0	73.346	-9999999.99
214.8	0	0	73.44	-9999999.99
214.9	0	0	73.528	-9999999.99
215	0	0	73.611	-9999999.99
215.1	0	0	73.687	-9999999.99
215.2	0	0	73.764	-9999999.99
215.3	0	0	73.84	-9999999.99
215.4	0	0	73.925	-9999999.99
215.5	0	0	74.017	-9999999.99
215.6	0	0	74.118	-9999999.99
215.7	0	0	74.224	-9999999.99
215.8	0	0	74.334	-9999999.99
215.9	0	0	74.451	-9999999.99
216	0	0	74.571	-9999999.99
216.1	0	0	74.691	-9999999.99
216.2	0	0	74.807	-9999999.99
216.3	0	0	74.921	-9999999.99
216.4	0	0	75.029	-9999999.99
216.5	0	0	75.134	-9999999.99
216.6	0	0	75.234	-9999999.99
216.7	0	0	75.317	-9999999.99
216.8	0	0	75.443	-9999999.99
216.9	0	0	75.537	-9999999.99
217	0	0	75.655	-9999999.99
217.1	0	0	75.794	-9999999.99
217.2	0	0	75.916	-9797279.9
217.3	0	0	76.039	-9549592.32
217.4	0	0	76.166	-9300707.27
217.5	0	0	76.295	-9056506.59
217.6	0	0	76.43	-8809376.42
217.7	0	0	76.571	-8557250.66
217.8	0	0	76.718	-8302517.19
217.9	0	0	76.868	-8046280.29
218	0	0	77.015	-7797479.65
218.1	0	0	77.161	-7555299.36
218.2	0	0	77.296	-7331033.61
218.3	0	0	77.428	-7119971.65
218.4	0	0	77.557	-6920325.19
218.5	0	0	77.693	-6721508.7
218.6	0	0	77.839	-6520619.05
218.7	0	0	77.997	-6315927.76
218.8	0	0	78.168	-6104146.61
218.9	0	0	78.345	-5892583.51
219	0	0	78.527	-5681027.44
219.1	0	0	78.708	-5476211.3
219.2	0	0	78.893	-5273463.03
219.3	0	0	79.076	-5078147.5
219.4	0	0	79.262	-4886405.03
219.5	0	0	79.451	-4698492.35
219.6	0	0	79.646	-4512378.5
219.7	0	0	79.842	-4328991.93
219.8	0	0	80.026	-4163892.66
219.9	0	0	80.239	-3981612.12
220	0	0	80.424	-3827105.43
220.1	0	0	80.635	-3661397.76
220.2	0	0	80.834	-3510947.69
220.3	0	0	81.041	-3363782.3
220.4	0	0	81.257	-3221262.6
220.5	0	0	81.483	-3081232.78
220.6	0	0	81.719	-2943525.8
220.7	0	0	81.963	-2808830.95
220.8	0	0	82.213	-2676407.95
220.9	0	0	82.465	-2548695.69
221	0	0	82.723	-2423439.91
221.1	0	0	82.984	-2301773.01
221.2	0	0	83.252	-2181936.61
221.3	0	0	83.522	-2064162.8
221.4	0	0	83.791	-1948738.21
221.5	0	0	84.055	-1837845
221.6	0	0	84.315	-1732721.09
221.7	0	0	84.578	-1631630.94
221.8	0	0	84.842	-1535453.74
221.9	0	0	85.11	-1443586.37
222	0	0	85.379	-1357495.33
222.1	0	0	85.657	-1275202.43
222.2	0	0	85.939	-1197303.75
222.3	0	0	86.227	-1123412.46
222.4	0	0	86.52	-1053347.43
222.5	0	0	86.818	-986436.97
222.6	0	0	87.12	-922645.9
222.7	0	0	87.423	-862090.28
222.8	0	0	87.731	-803762.55
222.9	0	0	88.038	-748446.94
223	0	0	88.348	-695874.44
223.1	0	0	88.657	-647103.58
223.2	0	0	88.973	-601093.41
223.3	0	0	89.292	-557713.79
223.4	0	0	89.613	-516832.86
223.5	0	0	89.938	-478005.73
223.6	0	0	90.263	-440956.34
223.7	0	0	90.59	-405551.04
223.8	0	0	90.916	-372533.65
223.9	0	0	91.248	-341088.27
224	0	0	91.579	-310972.23
224.1	0	0	91.909	-282684.92
224.2	0	0	92.24	-256627.26
224.3	0	0	92.574	-232452.84
224.4	0	0	92.91	-209832.84
224.5	0	0	93.246	-188930.8
224.6	0	0	93.586	-169421.4
224.7	0	0	93.926	-150989.9
224.8	0	0	94.267	-133374.29
224.9	0	0	94.604	-117423.89
225	0	0	94.946	-103105.27
225.1	0	0	95.288	-90154.69
225.2	0	0	95.63	-79055.7
225.3	0	0	95.976	-69824.12
225.4	0	0	96.325	-61886.73
225.5	0	0	96.675	-54851.39
225.6	0	0	97.023	-48966.04
225.7	0	0	97.378	-44148.03
225.8	0	0	97.732	-39722.15
225.9	0	0	98.088	-35315.61
226	0	0	98.441	-31373.29
226.1	0	0	98.799	-27810.78
226.2	0	0	99.154	-23968.69
226.3	0	0	99.509	-20443.11
226.4	0	0	99.865	-17283.27
226.5	0	0	100.22	-13966.93
226.6	0	0	100.577	-10501.14
226.7	0	0	100.93	-7457.35
226.8	0	0	101.287	-4869
226.9	0	0	101.642	-2169.86
227	0	0	101.997	50.99
227.1	0	0	102.353	1642.34
227.2	0	0	102.711	3142.25
227.3	0	0	103.068	4879.55
227.4	0	0	103.422	6298.57
227.5	0	0	103.78	7042.37
227.6	0	0	104.137	7652.54
227.7	0	0	104.496	8329.52
227.8	0	0	104.852	8595.04
227.9	0	0	105.212	8463.16
228	0	0	105.571	8637.24
228.1	0	0	105.929	8521.18
228.2	0	0	106.289	7895.2
228.3	0	0	106.65	7281.52
228.4	0	0	107.012	7172.49
228.5	0	0	107.37	7332.51
228.6	0	0	107.733	7610.34
228.7	0	0	108.093	8505.36
228.8	0	0	108.453	10017.58
228.9	0	0	108.809	11420.78
229	0	0	109.169	12549.67
229.1	0	0	109.528	14037.27
229.2	0	0	109.885	15291.01
229.3	0	0	110.245	16344.29
229.4	0	0	110.604	17858.26
229.5	0	0	110.963	19769.64
229.6	0	0	111.319	21424.29
229.7	0	0	111.679	22802.87
229.8	0	0	112.038	24587.64
229.9	0	0	112.395	26180.75
230	0	0	112.753	27339.53
230.1	0	0	113.113	28493.04
230.2	0	0	113.473	29961.3
230.3	0	0	113.829	31218.55
230.4	0	0	114.19	31890.26
230.5	0	0	114.55	32553.17
230.6	0	0	114.912	33544.91
230.7	0	0	115.272	34480.38
230.8	0	0	115.636	35533.65
230.9	0	0	115.998	37555.81
231	0	0	116.359	40038.66
231.1	0	0	116.72	42755.38
231.2	0	0	117.082	46096.34
231.3	0	0	117.442	50133.61
231.4	0	0	117.799	54244.74
231.5	0	0	118.161	58412.14
231.6	0	0	118.522	63439.39
231.7	0	0	118.882	69727.41
231.8	0	0	119.237	76518.34
231.9	0	0	119.594	83565.98
232	0	0	119.948	91009.27
232.1	0	0	120.301	97905.7
232.2	0	0	120.656	104306.26
232.3	0	0	121.011	110942.44
232.4	0	0	121.367	117935.58
232.5	0	0	121.719	124694.85
232.6	0	0	122.075	131301.14
232.7	0	0	122.429	138188.78
232.8	0	0	122.781	144635.06
232.9	0	0	123.134	150302.37
233	0	0	123.489	155647.89
233.1	0	0	123.844	161125.29
233.2	0	0	124.196	166416.3
233.3	0	0	124.552	171392.56
233.4	0	0	124.905	176370.58
233.5	0	0	125.259	181299.36
233.6	0	0	125.61	185392.9
233.7	0	0	125.965	188584.39
233.8	0	0	126.319	191469.92
233.9	0	0	126.673	193488.56
234	0	0	127.029	194469.74
234.1	0	0	127.388	194944.51
234.2	0	0	127.747	195377.07
234.3	0	0	128.104	195419.28
234.4	0	0	128.465	194784.49
234.5	0	0	128.827	194031.9
234.6	0	0	129.19	193435.8
234.7	0	0	129.552	192693.76
234.8	0	0	129.918	191988.65
234.9	0	0	130.283	192173.28
235	0	0	130.648	192809.82
235.1	0	0	131.015	194147.96
235.2	0	0	131.381	197001.83
235.3	0	0	131.747	201466.4
235.4	0	0	132.107	206869.95
235.5	0	0	132.472	213365.46
235.6	0	0	132.832	221492.76
235.7	0	0	133.191	230703.24
235.8	0	0	133.548	240854.45
235.9	0	0	133.904	252134.56
236	0	0	134.257	264395.85
236.1	0	0	134.605	276762.65
236.2	0	0	134.956	288964.15
236.3	0	0	135.305	301244.79
236.4	0	0	135.654	313778.63
236.5	0	0	136	325881.66
236.6	0	0	136.349	337724.46
236.7	0	0	136.694	349639.35
236.8	0	0	137.038	360859.67
236.9	0	0	137.383	371023.19
237	0	0	137.729	380441.16
237.1	0	0	138.074	389257.75
237.2	0	0	138.416	396910.29
237.3	0	0	138.763	403175.45
237.4	0	0	139.109	408450.64
237.5	0	0	139.457	412899.38
237.6	0	0	139.802	415939.64
237.7	0	0	140.153	417527.48
237.8	0	0	140.503	418309.96
237.9	0	0	140.853	417696.28
238	0	0	141.206	415742.7
238.1	0	0	141.561	413263.37
238.2	0	0	141.917	410460.48
238.3	0	0	142.27	406948.97
238.4	0	0	142.627	402542.43
238.5	0	0	142.984	397938.95
238.6	0	0	143.34	392554.74
238.7	0	0	143.698	386171.77
238.8	0	0	144.059	379321.06
238.9	0	0	144.42	372574.1
239	0	0	144.778	365647.78
239.1	0	0	145.142	358142.95
239.2	0	0	145.504	350785.82
239.3	0	0	145.867	343787.41
239.4	0	0	146.228	336845.26
239.5	0	0	146.592	329883.77
239.6	0	0	146.954	323713.56
239.7	0	0	147.315	317587.31
239.8	0	0	147.676	311091.8
239.9	0	0	148.039	304664.87
240	0	0	148.402	298702.15
240.1	0	0	148.761	292859
240.2	0	0	149.125	286773.19
240.3	0	0	149.487	281054.89
240.4	0	0	149.85	275781.46
240.5	0	0	150.21	270550.24
240.6	0	0	150.574	265310.22
240.7	0	0	150.935	260792.9
240.8	0	0	151.295	256280.86
240.9	0	0	151.657	251591.22
241	0	0	152.018	247230.4
241.1	0	0	152.38	243164.99
241.2	0	0	152.739	238987.04
241.3	0	0	153.102	234633.25
241.4	0	0	153.463	230852.7
241.5	0	0	153.824	227052.81
241.6	0	0	154.185	223110.49
241.7	0	0	154.548	219635.9
241.8	0	0	154.909	216922.69
241.9	0	0	155.267	214293.89
242	0	0	155.628	211211.42
242.1	0	0	155.989	208250.29
242.2	0	0	156.351	205700.61
242.3	0	0	156.709	203230.07
242.4	0	0	157.072	200801.72
242.5	0	0	157.432	199129.49
242.6	0	0	157.791	197604.96
242.7	0	0	158.15	195969.65
242.8	0	0	158.511	194615.69
242.9	0	0	158.869	193722.42
243	0	0	159.224	192669.14
243.1	0	0	159.583	190996.91
243.2	0	0	159.941	189213.9
243.3	0	0	160.301	187508.25
243.4	0	0	160.658	185500.17
243.5	0	0	161.02	183263.49
243.6	0	0	161.379	181622.9
243.7	0	0	161.737	179883.85
243.8	0	0	162.096	177810.7
243.9	0	0	162.455	175902.84
244	0	0	162.815	174172.58
244.1	0	0	163.172	172211.97
244.2	0	0	163.533	170012.22
244.3	0	0	163.892	168280.2
244.4	0	0	164.25	166356.52
244.5	0	0	164.61	164016.09
244.6	0	0	164.971	161740.73
244.7	0	0	165.331	159897.93
244.8	0	0	165.687	158039.31
244.9	0	0	166.049	155763.94
245	0	0	166.408	153631.01
245.1	0	0	166.769	151844.48
245.2	0	0	167.127	150066.74
245.3	0	0	167.488	148259.11
245.4	0	0	167.847	147007.13
245.5	0	0	168.204	145577.56
245.6	0	0	168.562	143558.92
245.7	0	0	168.923	141371.47
245.8	0	0	169.282	139405.59
245.9	0	0	169.639	137253.31
246	0	0	170.001	134617.48
246.1	0	0	170.361	132176.83
246.2	0	0	170.723	130161.7
246.3	0	0	171.081	128104.38
246.4	0	0	171.443	125948.59
246.5	0	0	171.803	124351.97
246.6	0	0	172.161	122614.67
246.7	0	0	172.522	120650.54
246.8	0	0	172.881	119027.54
246.9	0	0	173.241	117654.24
247	0	0	173.598	115997.83
247.1	0	0	173.96	114049.53
247.2	0	0	174.32	112637.54
247.3	0	0	174.679	111236.09
247.4	0	0	175.038	109502.32
247.5	0	0	175.398	107731.61
247.6	0	0	175.758	106235.22
247.7	0	0	176.116	104677.28
247.8	0	0	176.477	102806.35
247.9	0	0	176.837	101172.8
248	0	0	177.198	99862.79
248.1	0	0	177.556	98343.54
248.2	0	0	177.918	96595.69
248.3	0	0	178.279	95438.67
248.4	0	0	178.638	94341.43
248.5	0	0	178.998	93057.8
248.6	0	0	179.359	91997.49
248.7	0	0	179.719	91433.05
248.8	0	0	180.075	90863.32
248.9	0	0	180.436	89954.23
249	0	0	180.796	89271.98
249.1	0	0	181.156	89009.98
249.2	0	0	181.513	88654.78
249.3	0	0	181.873	88069.23
249.4	0	0	182.231	87803.72
249.5	0	0	182.589	87144.32
249.6	0	0	182.948	86061.15
249.7	0	0	183.308	85236.46
249.8	0	0	183.668	84717.73
249.9	0	0	184.025	83989.76
250	0	0	184.386	82945.27
250.1	0	0	184.745	82241.91
250.2	0	0	185.104	81375.02
250.3	0	0	185.464	80225.03
250.4	0	0	185.825	79270.22
250.5	0	0	186.185	78798.97
250.6	0	0	186.542	78371.68
250.7	0	0	186.903	77707.01
250.8	0	0	187.262	77302.58
250.9	0	0	187.622	77242.79
251	0	0	187.978	76936.83
251.1	0	0	188.338	76272.16
251.2	0	0	188.697	75908.17
251.3	0	0	189.055	75289.22
251.4	0	0	189.415	74234.18
251.5	0	0	189.776	73298.71
251.6	0	0	190.136	72940
251.7	0	0	190.493	72704.38
251.8	0	0	190.854	72178.62
251.9	0	0	191.212	71781.22
252	0	0	191.572	71587.79
252.1	0	0	191.929	71088.41
252.2	0	0	192.29	70318.23
252.3	0	0	192.649	70005.24
252.4	0	0	193.007	69509.37
252.5	0	0	193.367	68702.27
252.6	0	0	193.727	68148.37
252.7	0	0	194.087	67893.41
252.8	0	0	194.444	67455.57
252.9	0	0	194.805	66797.93
253	0	0	195.164	66600.98
253.1	0	0	195.523	66307.33
253.2	0	0	195.882	65660.24
253.3	0	0	196.243	65118.66
253.4	0	0	196.602	65020.19
253.5	0	0	196.958	64858.42
253.6	0	0	197.319	64271.11
253.7	0	0	197.678	63803.38
253.8	0	0	198.038	63666.22
253.9	0	0	198.395	63354.99
254	0	0	198.755	62757.13
254.1	0	0	199.114	62451.17
254.2	0	0	199.472	61855.08
254.3	0	0	199.832	60872.13
254.4	0	0	200.193	60015.79
254.5	0	0	200.553	59614.88
254.6	0	0	200.91	59238.58
254.7	0	0	201.272	58616.11
254.8	0	0	201.631	58282.02
254.9	0	0	201.991	58327.73
255	0	0	202.347	58137.83
255.1	0	0	202.708	57569.87
255.2	0	0	203.066	57277.97
255.3	0	0	203.425	56632.64
255.4	0	0	203.785	55621.56
255.5	0	0	204.145	54953.37
255.6	0	0	204.506	54691.37
255.7	0	0	204.863	54318.59
255.8	0	0	205.224	53745.36
255.9	0	0	205.583	53566
256	0	0	205.94	53142.23
256.1	0	0	206.3	52241.93
256.2	0	0	206.661	51345.15
256.3	0	0	207.021	50859.83
256.4	0	0	207.378	50395.61
256.5	0	0	207.74	49620.16
256.6	0	0	208.1	49108.47
256.7	0	0	208.461	49078.57
256.8	0	0	208.817	48966.04
256.9	0	0	209.178	48602.05
257	0	0	209.537	48580.95
257.1	0	0	209.895	48317.19
257.2	0	0	210.254	47605.04
257.3	0	0	210.615	46875.31
257.4	0	0	210.975	46521.87
257.5	0	0	211.332	46180.74
257.6	0	0	211.693	45568.82
257.7	0	0	212.053	45234.72
257.8	0	0	212.413	45271.65
257.9	0	0	212.77	45074.71
258	0	0	213.131	44538.4
258.1	0	0	213.49	44327.39
258.2	0	0	213.848	43762.95
258.3	0	0	214.208	42783.52
258.4	0	0	214.568	42111.81
258.5	0	0	214.929	41837.5
258.6	0	0	215.287	41468.24
258.7	0	0	215.648	40967.1
258.8	0	0	216.008	40951.27
258.9	0	0	216.366	40747.3
259	0	0	216.725	40105.48
259.1	0	0	217.086	39497.08
259.2	0	0	217.446	39282.55
259.3	0	0	217.803	39061
259.4	0	0	218.164	38517.65
259.5	0	0	218.524	38120.25
259.6	0	0	218.885	38063.99
259.7	0	0	219.242	37916.28
259.8	0	0	219.604	37608.56
259.9	0	0	219.963	37750.99
260	0	0	220.32	37687.69
260.1	0	0	220.679	37103.9
260.2	0	0	221.041	36486.7
260.3	0	0	221.401	36263.39
260.4	0	0	221.758	36024.25
260.5	0	0	222.12	35502
260.6	0	0	222.48	35261.1
260.7	0	0	222.841	35482.66
260.8	0	0	223.197	35616.3
260.9	0	0	223.558	35475.63
261	0	0	223.917	35614.54
261.1	0	0	224.275	35349.02
261.2	0	0	224.635	34691.38
261.3	0	0	224.995	34344.98
261.4	0	0	225.356	34357.29
261.5	0	0	225.714	34258.82
261.6	0	0	226.075	34028.47
261.7	0	0	226.435	34334.43
261.8	0	0	226.793	34598.19
261.9	0	0	227.152	34506.75
262	0	0	227.512	34397.73
