
 -----------------------------------------------------------------------------
  values at 130 km altitude above aeroid (130 km)
 -----------------------------------------------------------------------------
 Measurement time (130 km)                    [ERT] :  2013-12-21T08:54:10.722
 Measurement time (130 km)               [ERT-OWLT] :  2013-12-21T08:51:30.013
 Solar longitude (130 km)                     [deg] :      199.05
 Planet to Sun distance (130 km)          [10^6 km] :     107.785
 North planetary latitude (130 km)            [deg] :      -51.12
 East planetary longitude (130 km)            [deg] :       45.29
 Sub-solar north planetary latitude (130 km)  [deg] :       -0.86
 Sub-solar east planetary longitude (130 km)  [deg] :       93.31
 Aeroid radius (130 km)                        [km] :    6051.800
 MOLA radius (130 km)                          [km] :   -9999.999
 Local true solar time (130 km)               [hrs] :       15.20
 Solar zenith angle (130 km)                  [deg] :       64.44
 Electron density (130 km)               [10^6/m^3] :   183276.34

=============================================================================

Altitude	ELECTRON NUMBER DENSITY
638.591	-738.53
638.229	-1042.73
637.866	-940.74
637.505	-726.22
637.144	-828.2
636.783	-1058.55
636.419	-870.41
636.06	-900.3
635.698	-1158.78
635.336	-1162.3
634.973	-1012.84
634.614	-1132.41
634.252	-1220.33
633.889	-926.67
633.528	-654.12
633.168	-803.59
632.807	-1090.21
632.443	-923.16
632.084	-905.57
631.721	-1081.41
631.36	-1056.8
630.998	-810.62
630.638	-824.69
630.277	-1074.38
629.914	-1056.8
629.556	-1392.65
629.194	-1957.09
628.832	-2129.42
628.469	-1981.71
628.109	-1986.99
627.746	-1934.23
627.383	-1505.19
627.022	-1091.96
626.662	-1202.74
626.302	-1656.41
625.94	-1851.59
625.581	-2292.95
625.219	-2845.08
624.857	-2980.48
624.494	-2841.57
624.134	-2918.94
623.772	-2996.31
623.409	-2725.51
623.048	-2424.83
622.688	-2554.95
622.327	-2922.45
621.964	-2938.28
621.605	-3108.84
621.242	-3340.95
620.88	-3200.28
620.518	-2781.78
620.158	-2700.9
619.797	-2973.45
619.435	-3020.92
619.076	-3342.71
618.714	-3777.03
618.352	-3768.24
617.989	-3497.45
617.63	-3537.89
617.268	-3662.74
616.905	-3481.62
616.544	-3275.89
616.184	-3448.21
615.823	-3819.23
615.461	-3854.4
615.102	-4135.75
614.74	-4587.65
614.378	-4700.19
614.015	-4577.1
613.656	-4677.33
613.294	-4728.33
612.93	-4343.24
612.569	-3880.78
612.209	-3808.68
611.848	-3940.56
611.484	-3726.04
611.126	-3743.62
610.763	-3947.6
610.402	-3912.43
610.04	-3675.05
609.68	-3741.87
609.319	-3973.97
608.956	-3719.01
608.597	-3650.43
608.234	-3838.58
607.873	-3813.96
607.51	-3617.02
607.151	-3638.12
606.789	-3583.61
606.426	-3112.36
606.065	-2604.18
605.704	-2502.2
605.344	-2627.04
604.981	-2470.55
604.623	-2676.28
604.261	-3145.77
603.9	-3263.58
603.537	-3094.78
603.178	-3135.22
602.816	-3175.66
602.453	-2887.29
602.092	-2604.18
601.732	-2736.06
601.372	-3105.33
601.01	-3207.31
600.651	-3592.4
600.289	-4155.09
599.928	-4345
599.566	-4139.26
599.205	-4081.24
598.844	-4139.26
598.48	-3826.27
598.122	-3805.17
597.76	-4058.38
597.399	-4107.61
597.037	-4067.17
596.678	-4404.78
596.317	-4765.25
595.954	-4643.92
595.592	-4343.24
595.232	-4362.58
594.871	-4598.2
594.509	-4587.65
594.151	-4919.99
593.789	-5554.77
593.429	-5946.89
593.066	-6126.25
592.708	-6511.34
592.346	-6808.51
591.982	-6636.18
591.621	-6328.47
591.26	-6312.64
590.899	-6432.21
590.536	-6251.1
590.178	-6423.42
589.816	-6855.98
589.455	-7008.96
589.093	-6817.3
588.733	-6790.92
588.372	-6957.97
588.009	-6806.75
587.651	-6933.35
587.288	-7234.04
586.927	-7211.18
586.565	-7044.13
586.206	-7260.41
585.845	-7598.03
585.483	-7566.38
585.121	-7378.23
584.761	-7436.25
584.4	-7589.23
584.037	-7355.37
583.678	-7348.33
583.316	-7568.13
582.955	-7531.21
582.592	-7325.48
582.234	-7429.22
581.872	-7557.58
581.509	-7299.1
581.148	-6940.39
580.788	-6885.88
580.427	-6957.97
580.064	-6685.42
579.706	-6720.59
579.344	-7059.96
578.983	-7163.7
578.621	-6912.25
578.261	-6790.92
577.899	-6766.31
577.536	-6316.16
577.177	-6077.01
576.814	-6008.44
576.453	-5711.27
576.091	-5403.55
575.734	-5598.73
575.373	-5953.93
575.011	-5934.58
574.65	-5800.95
574.29	-5989.09
573.929	-6296.81
573.566	-6196.59
573.208	-6265.16
572.845	-6456.83
572.484	-6358.36
572.122	-6154.38
571.764	-6365.39
571.403	-6681.9
571.04	-6593.98
570.679	-6363.63
570.319	-6441
569.959	-6681.9
569.596	-6588.71
569.238	-6736.41
568.876	-7066.99
568.515	-7116.23
568.153	-6898.19
567.793	-6931.59
567.432	-7123.26
567.069	-6908.74
566.711	-6950.94
566.349	-7227.01
565.988	-7223.49
565.625	-7030.06
565.267	-7156.67
564.906	-7392.29
564.544	-7300.86
564.183	-7121.5
563.823	-7232.28
563.462	-7439.77
563.099	-7227.01
562.74	-7177.77
562.378	-7211.18
562.016	-6871.81
561.654	-6419.9
561.296	-6400.56
560.934	-6476.17
560.572	-6145.59
560.211	-5697.2
559.85	-5558.29
559.489	-5533.67
559.126	-5101.11
558.768	-4916.47
558.406	-4986.81
558.045	-4825.04
557.684	-4413.57
557.324	-4343.24
556.964	-4585.9
556.602	-4459.29
556.243	-4476.87
555.881	-4601.72
555.52	-4425.88
555.158	-4165.64
554.8	-4343.24
554.44	-4712.5
554.078	-4821.52
553.718	-4881.31
553.358	-5218.92
552.997	-5593.46
552.634	-5517.84
552.276	-5655
551.914	-5997.89
551.554	-6071.74
551.191	-5973.27
550.833	-6186.04
550.472	-6521.89
550.111	-6585.19
549.75	-6585.19
549.39	-6848.95
549.029	-7137.33
548.666	-6929.84
548.307	-6848.95
547.945	-6887.63
547.584	-6648.49
547.222	-6207.14
546.863	-6194.83
546.503	-6574.64
546.141	-6666.08
545.783	-6905.22
545.421	-7212.94
545.06	-7195.35
544.698	-7065.23
544.34	-7290.31
543.978	-7534.72
543.616	-7390.54
543.255	-7163.7
542.896	-7309.65
542.535	-7610.34
542.172	-7438.01
