The full VeRa data can be accessed via the https://fip-koeln.de/marsvera-data-archive/?lang=en after asking for access to the server.
-----------------------------------------------------------------------------
  values at 130 km altitude above aeroid (130 km)
 -----------------------------------------------------------------------------
 Measurement time (130 km)                    [ERT] :  2013-12-22T08:48:37.621
 Measurement time (130 km)               [ERT-OWLT] :  2013-12-22T08:45:59.339
 Solar longitude (130 km)                     [deg] :      200.66
 Planet to Sun distance (130 km)          [10^6 km] :     107.768
 North planetary latitude (130 km)            [deg] :      -51.25
 East planetary longitude (130 km)            [deg] :       47.03
 Sub-solar north planetary latitude (130 km)  [deg] :       -0.93
 Sub-solar east planetary longitude (130 km)  [deg] :       96.40
 Aeroid radius (130 km)                        [km] :    6051.800
 MOLA radius (130 km)                          [km] :   -9999.999
 Local true solar time (130 km)               [hrs] :       15.29
 Solar zenith angle (130 km)                  [deg] :       65.15
 Electron density (130 km)               [10^6/m^3] :   192030.12

===========================================================================

Altitude	ELECTRON NUMBER DENSITY
649.002	-2496.92
648.641	-2714.96
648.276	-3052.57
647.913	-3059.61
647.549	-2938.28
647.188	-3212.59
646.825	-3588.89
646.46	-3567.78
646.097	-3384.91
645.734	-3481.62
645.371	-3724.28
645.006	-3601.19
644.645	-3660.98
644.281	-3861.44
643.917	-3819.23
643.554	-3581.85
643.192	-3711.97
642.829	-4081.24
642.464	-3996.83
642.103	-4046.07
641.738	-4218.39
641.375	-4047.83
641.01	-3745.38
640.65	-3859.68
640.286	-4119.92
639.922	-4086.51
639.559	-3981.01
639.197	-4163.88
638.834	-4410.06
638.468	-4186.74
638.107	-4104.09
637.742	-4148.05
637.379	-3871.99
637.014	-3509.76
636.654	-3594.16
636.29	-3775.27
635.925	-3539.65
635.562	-3149.29
635.2	-3071.92
634.837	-3136.98
634.471	-2831.02
634.11	-2716.72
633.746	-2727.27
633.382	-2430.1
633.019	-1916.65
632.657	-1805.87
632.295	-2050.29
631.93	-2006.33
631.57	-2187.44
631.205	-2503.96
630.842	-2414.28
630.477	-2034.46
630.116	-1916.65
629.752	-1848.07
629.388	-1522.77
629.025	-1266.04
628.663	-1406.72
628.301	-1665.2
627.935	-1489.36
627.575	-1510.46
627.21	-1689.82
626.847	-1543.87
626.482	-1223.84
626.122	-1267.8
625.759	-1422.54
625.395	-1292.42
625.032	-1116.58
624.67	-1253.74
624.307	-1485.84
623.941	-1244.94
623.58	-1164.06
623.216	-1225.6
622.853	-1033.94
622.489	-689.29
622.128	-791.28
621.766	-1262.53
621.401	-1327.59
621.04	-1427.82
620.675	-1531.56
620.312	-1251.98
619.947	-870.41
619.587	-903.82
619.224	-1004.04
618.859	-736.77
618.496	-404.43
618.134	-444.87
617.772	-668.19
617.407	-501.14
617.046	-538.07
616.682	-800.07
616.319	-778.97
615.954	-566.2
615.594	-645.33
615.23	-684.02
614.866	-369.26
614.503	-109.02
614.141	-249.69
613.779	-560.93
613.414	-457.18
613.053	-469.49
612.689	-627.75
612.326	-536.31
611.962	-151.22
611.6	-93.19
611.238	-414.98
610.874	-478.28
610.514	-842.27
610.15	-1389.13
609.787	-1512.22
609.422	-1361
609.062	-1515.74
608.699	-1754.88
608.334	-1615.97
607.971	-1334.62
607.609	-1406.72
607.247	-1716.19
606.882	-1668.72
606.522	-1814.66
606.157	-2110.07
605.795	-2147
605.43	-2078.42
605.07	-2282.4
604.706	-2416.04
604.341	-2092.49
603.978	-1645.86
603.616	-1540.35
603.253	-1665.2
602.889	-1484.09
602.528	-1564.97
602.164	-1795.32
601.801	-1651.13
601.437	-1116.58
601.074	-754.35
600.711	-582.03
600.346	-101.99
599.986	33.41
599.622	-89.68
599.259	56.27
598.895	399.16
598.534	488.83
598.171	599.61
597.806	1113.06
597.443	1645.86
597.082	1712.68
596.72	1471.78
596.356	1447.16
595.996	1079.65
595.633	509.93
